Codigo;Rubro;Descripcion;Marca;PrecioCompra;PrecioVenta;Stock;StockMinimo;AlicuotaIva;CodigoProv
134709;LIBRERIA; ;MIL28;3.679;5.800;010;;000;
80000260;LIBRERIA; Binder N1;Ezco;512;850;002;000;003;0
80000032;LIBRERIA;A4 3 solapa Spring Rideo;RIDEO;1.680;2.700;005;000;005;21
80000001;LIBRERIA;A4 carpeta 3 solapas marrón;TANDIL;625;750;000;000;000;0
80000002;LIBRERIA;A4 carpeta cartulina;;470;700;000;000;000;0
80000215;LIBRERIA;A4 Carpeta Clasificador ;LAMA;3.125;5.000;001;000;001;0
80000003;ART,CELULAR;ABAPTADOR IBEK CARGA RAPIDO;IBEK;4.400;000;001;000;001;0
80000004;LIBRERIA;Abrochadora (507);NC;3.328;6.500;001;000;001;0
80000005;LIBRERIA;Abrochadora Buffalo NC Nª10;Ezco;279;450;000;000;000;0
80000006;LIBRERIA;Abrochadora maped Nº10;KANGARO;2.820;6.000;001;001;001;0
80000007;LIBRERIA;Abrochadora ql-10;KANGARO;2.820;3.800;001;000;001;0
134699;LIBRERIA;Acrilico perlados/ fluor;EQ;760;1.250;040;;000;
80000009;LIBRERIA;ACRILICO VINTAGE;EQ;2.212;3.550;001;000;001;0
80000010;LIBRERIA;Acrilico x200cc Amarillo;EQ;1.757;2.800;001;000;001;0
80000011;LIBRERIA;Acrilico x200cc Anaranjado;EQ;1.757;2.800;001;000;001;0
80000012;LIBRERIA;Acrilico x200cc Azul ultramar;EQ;1.757;2.800;001;000;001;0
80000013;LIBRERIA;Acrilico x200cc blanco;EQ;1.757;2.800;002;000;003;0
80000014;LIBRERIA;Acrilico x200cc Blanco lino;EQ;1.757;2.800;001;000;001;0
80000015;LIBRERIA;Acrilico x200cc celeste;EQ;1.757;2.800;001;000;001;0
80000016;LIBRERIA;Acrilico x200cc cielo;EQ;1.757;2.800;000;000;001;0
80000017;LIBRERIA;Acrilico x200cc marron;EQ;1.757;2.800;001;000;001;0
80000018;LIBRERIA;Acrilico x200cc negro;EQ;1.757;2.800;000;000;001;0
80000019;LIBRERIA;Acrilico x200cc Rojo;EQ;1.757;2.800;001;000;001;0
80000020;LIBRERIA;Acrilico x200cc Rosa princesa;EQ;1.757;2.800;001;000;001;0
80000021;LIBRERIA;Acrilico x200cc Rosa romantico;EQ;1.757;2.800;001;000;001;0
80000022;LIBRERIA;Acrilico x200cc verde hierba;EQ;1.757;2.800;002;000;002;0
80000023;LIBRERIA;Acrilico x200cc verde pino;EQ;1.757;2.800;001;000;001;0
80000024;LIBRERIA;Acrilico x200cc violeta;EQ;1.757;2.800;003;000;003;0
80000025;LIBRERIA;Acrilico x50 cc;EQ;653;1.300;016;000;022;0
80000026;LIBRERIA;Acuarela ezco x12 econo;Ezco;1.188;1.900;004;000;004;0
80000027;LIBRERIA;Acuarela ezco x12 estuche;Ezco;1.188;2.400;001;000;001;0
80000028;LIBRERIA;Acuarela Filgo x 12;FILGO;330;1.200;001;002;001;0
80000029;LIBRERIA;Acuarela Filgo x 8;FILGO;656;900;001;000;001;0
80000030;LIBRERIA;Acuarela x12 Utiluno;UTIL UNO;1.000;1.600;001;000;002;0
80000033;LIBRERIA;AFICHE FANTASIA COMUN;LUMA;000;000;000;000;000;0
80000034;LIBRERIA;AFICHE FANTASIA PLASTIFICADO;LUMA;000;000;000;000;000;0
80000035;LIBRERIA;Afiche varios;LUMA;532;900;-004;000;-016;0
80000036;MERCERIA;AGUJA CANASTA CHICA;;180;350;005;000;005;0
80000037;MERCERIA;AGUJA CANASTA GRANDE;;300;550;006;000;006;0
80000038;MERCERIA;AGUJA ENHENRADO FACIL;;045;100;025;000;025;0
80000039;;AGUJA PARA CIEGO;;070;130;012;000;012;21
80000040;LIBRERIA;ALAMBRE ALUMINIO 1MM;CBX;601;1.000;002;000;002;0
80000041;MERCERIA;ALFILER CABEZA PERLADO;;340;620;012;000;012;0
80000042;MERCERIA;ALFILER CAJA CHICA X 48U;;211;380;023;000;023;0
80000043;COSMETICA;ALFILER DE GANCHO;;025;050;-004;000;-004;0
80000044;VARIOS;Alicate chico;;300;600;003;000;003;0
80000045;COSMETICA;Alicate Grande;;500;900;004;000;006;0
80000046;JUGUETES;AMETRALLADORA;;2.300;3.900;002;000;002;0
80000047;LIBRERIA;Anilina;COLIBRI;1.050;1.800;-001;000;000;0
80000048;MERCERIA;ANILINA YA COLOR;YACOLOR;850;1.600;003;000;003;0
134726;LIBRERIA;Anillado Nº 12 Y Nª14;;310;1.500;000;;021;
134727;LIBRERIA;Anillado Nº 16 Y Nª20;;500;2.000;000;;021;
134725;LIBRERIA;Anillado Nº 7 Y Nª9;;310;1.000;000;;000;
80000049;LIBRERIA;Anotador A6 X 80hojas Liso;TRIUNFANTE;234;500;000;000;001;0
80000050;LIBRERIA;Anotador A6 X 80hojas Rayado;TRIUNFANTE;234;500;002;000;002;0
80000051;LIBRERIA;Anotador A6 X80 Hojas Cuadriculado;TRIUNFANTE;235;500;003;000;003;0
134684;JUGUETES;ANTIPARRA;;1.500;2.500;000;000;021;
80000053;;ARO Nº 56;;200;320;-002;000;-002;21
80000054;LIBRERIA;Aros 40mm;F-RINGS;125;050;016;000;016;0
80000055;LIBRERIA;Aros 50mm;F-RINGS;156;060;066;000;066;0
80000056;LIBRERIA;Aros 60mm;F-RINGS;188;080;044;000;044;0
80000057;LIBRERIA;Aros 70mm;F-RINGS;250;100;006;000;006;0
134740;COSMETICA;Aros colgantes ;;250;500;005;;021;
80000058;LIBRERIA;AROS DAMA PERLAS CON BRILLO;;200;400;000;000;000;21
80000059;LIBRERIA;AROS DAMAS PERLAS;;000;300;000;000;000;21
80000060;COSMETICA;AROS FASHION DORADOS;;155;300;012;000;012;0
80000061;LIBRERIA;ARTICULO DE PRUEBA;LA MARCA;001;002;101;010;101;21
80000062;ART,CELULAR;ARURICULARES ROYEL ARCOIRIS;ROYALCELL;850;1.400;003;000;003;0
134710;LIBRERIA;Asignaturas Economica;;500;1.000;030;;021;
80000064;LIBRERIA;Asignaturas licencia;;1.836;2.750;001;000;001;21
80000065;LIBRERIA;Asignaturas Maucci;Maucci;1.509;2.400;002;000;002;0
80000069;Accesorios de celulares;Auricular Royal Cell;Royal Cell;850;1.500;002;000;004;0
80000070;Accesorios de celulares;Auricular Samsung en caja;Samsung;1.050;1.900;000;000;002;0
80000071;Accesorios de celulares;Auricular Samsung Original;Samsung;1.150;2.300;009;000;000;0
80000080;Accesorios de celulares;Auricular Samsung s10;Samsung;1.167;1.500;002;000;003;0
80000077;Accesorios de celulares;Auricular Samsung s24;Samsung;1.200;3.700;002;000;004;0
80000075;Accesorios de celulares;Auricular Samsung s30;Samsung;1.200;2.200;-001;000;000;21
